Hospital Name,Address,Availability,Type of Hospital/Health facility,Contact,State
Masina Hospital,"Sant Savata Mali Marg, near Byculla, Mustafa Bazar, Byculla",Available,Private,6.18E+15,Assam
Kedar Hospital,"2nd Floor, Mazgaon Apartment, Mazgaon",Available,Private,"23728588, 23787979",Manipur
"Balaji Hospital, Byculla (E)","Balaji House, 3rd Cross Lane, Victoria Road, Byculla East",Available,Private,"23740000, 23745090",Rajasthan
Wockhardt Hospital,"Agripada, Mumbai Central",Available,Private,"66804400, 66804272",Kerala
"Lokmanya Tilak Hospital, Sion","Dr. Babasaheb Ambedkar Road, Sion (West)",Available,Municipal,"24063000, 24076381",Maharashtra
Dr Shilpa Abhyankar Nursing Home,"Hindu Colony, Dadar East",Available,Private,"24143514, 24101618",Nagaland
Mata Laxmi Trust Hospital,"Tamil Sangh Hall, Sion East",Available,Private,9821055856/24094713,Kerala
Mumbai Bunder Port Trust,"Nadkarni Park, Wadala",Available,Private,24129684/66567700,Nagaland
King Edward Memorial (KEM) Hospital,"Acharya Donde Marg, Parel",Available,Municipal,"9820703191, 24136051",Madhya Pradesh
GTB Hospital,"Jerbai Wadia Marg, Sewri",Available,Municipal,24146993/96/97,Tripura
Tata Memorial Hospital,"Dr Ernest Borges Rd, Parel East","Few Left, Book Now",Government,"24177052, 24177256",Kashmir
Mahatma Gandhi Memorial Hospital,"Dr SS Rao Marg, Parel East","Few Left, Book Now",Government,24132575,Kashmir
Navroji Wadia Maternity Hospital,"Acharya Donde Marg, Parel East",Available,Private,24146963/65,Mizoram
Bai Jerbai Wadia Hospital For Children,"Acharya Donde Marg, Parel",Available,Private,24129786,Nagaland
Dr Gadre's Nursing & Maternity Hospital,"Govindji Keni Road, Dadar East",Available,Private,24148964,Uttarakhand
Sobti Hospital,"Ambedkar Road, Matunga East",Available,Private,24159096,Mizoram
Parel Hospital Pvt Ltd,"Jerbai Wadia Road, Parel",Available,Private,24159700/01/02/03/04,Telangana
"Global Hospital, Parel","Dr Ernest Borges Rd, opp. Shirodkar High School, Parel East",Available,Private,9987075033/8879688659,Sikkim
Sewree Nursing Home,"Rafi Ahmed Kidwai Rd, Sewri West",Available,Private,24189792,Arunachal Pradesh
"Desai Memorial Hospital, Parel","Parmar Guruji Marg, Parel East",Available,Private,24162919,Karnataka
"KB HB Charitable E N T Hospital, Parel","J Merwanji Street, Parel East,",Available,Private,"24131190, 24102552",Himachal Pradesh
"Life Care Nursing Home, Sewree","Rafi Ahmed Kidwai Rd, Sewri West",Available,Private,"24102224, 9867841503",Tripura
"Maru Hospital, Parel","Railway Chawl, Pare",Available,Private,"24717272, 24717474",Andhra Pradesh
Aryan Hospital & ICU,"Kalachowki, Ambawadi",Available,Private,"24715061, 9930303950",Maharashtra
"Ashvini Nursing & Maternity Home, Dadar (E)","Dadasaheb Phalke Road, Dadar East",Available,Private,"24151340, 24179978",Gujarat
"Dr B K Nadkarni Memorial Maternity & Surgical Hospital, Parel","Doctor BA Road, Aai Mai Merwanji St, Parel East",Available,Private,"24122063, 9820042968",Maharashtra
Sadguru Maternity & Nursing Home,"Dr Baba Saheb Ambedkar Rd, next to Chitra Cinema, Dadar East",Available,Private,9820742641,Punjab
Dr. Shivdikar Hospital,"Tata Mill Chawl, Parel East",Available,Private,9821010184,Andhra Pradesh
Rakhumai Hospital,"Merwanji Road, Parel",Available,Private,9321450100,Bihar
Dr. Shanbaug Children Hospital,"Merwanji Road, Parel",Available,Private,9833586719,Tamil Nadu
Dr. Niranjn Unesh Joshi Nursing Home,Parel East,Available,Private,9869001464,Punjab
Sprash Children Hospital,"Acharya Donde Marg, Parel",Available,Private,9820154966,Arunachal Pradesh
Shushrusha Hospital,"Ranade Road, Dadar(W)",Available,Private,24449161 9820302637,Punjab
Dhanvantari Hospital,"Shivaji Park, Dadar West",Available,Private,"24304082, 9967026035",Himachal Pradesh
Hinduja Hospital,"Near Shivaji Park, Mahim",Available,Private,24447182 9322280036,Gujarat
Raheja Hospital,"Raheja Rugnalaya Marg, Mahim",Available,Private,9004479537/9833691321,Kashmir
Life Care Hospital,"Sion Bandra Link Road, Dharavi",Available,Private,9820023473 / 24042588,Manipur
Shobhana Nursing Home,"A.S Gaya Marg, Mahim",Available,Private,"24453055, 9820501113",Jammu
North Bombay Clinic,"Lady Jamshedji Rd, Mahim",Available,Private,"24305373, 9820089321",Assam
Dr Prabhu Eye Clinic and Nursing Home,"Joshi Vadi, Mahim West",Available,Private,"24303346, 9892289882",Uttar Pradesh
Citrus Nursing Home,"Sheshwadi, Dharavi",Available,Private,9820023473,Delhi
Dr Gandhi's Nursing Home Pvt Ltd,"NM Kale Marg, Dadar",Available,Private,9820303414,Uttarakhand
Shree Nursing Home,"Pathare Prabhu Gokhale Road, Dadar West",Available,Private,24339292/9821054985,Haryana
Aayush Hospital,"90 Feet Road, DharaviÂ ",Available,Private,9819025705 9869976968,Andhra Pradesh
Gupte Maternity Home,"Lt Dilip Gupte Marg, Mahim",Available,Private,"24445906, 24465903",Karnataka
Dr J M Purandare Hopsital,"Dr Madhukar B Raut Marg, Dadar West",Available,Private,"24449501, 24451701",Himachal Pradesh
Tilak Hospital,"B.D.D Chawl, N.M Joshi Marg, Worli",Unknown,Trust,"24931939, 24221434",Chhattisgarh
ESIS Hospital,"BDD Chawl, Worli","Few Left, Book Now",Government,022-24932428/9822331311,Assam
Poddar Hospital,"Dr. Annie Besant Road, Worli","Few Left, Book Now",Government,022-24933533/9820864287,Arunachal Pradesh
Siddhivinayak Health Care,"Khed Galli, Prabhadevi",Available,Private,9820074265; 24318488.,Assam
"Parekh Nursing Home, Century Bazar","Adarsh Nagar, Prabhadevi",Available,Private,022-24933533/9820864287,Uttarakhand
Sportsmed Mumbai Pvt Ltd,"Gokhale road, Parel West",Available,Private,9819779540,Uttar Pradesh
JC Diagnostic Centre,"Ganapatrao Kadam Marg, Worli Naka",Available,Private,24922542/24946374,Puducherry
Asha Surgical & Maternity Home,Gyaneshwar Apartment New Prabhadevi Road,Available,Private,24225477/24378813,Telangana
Dr. Punamiya Hospital,"near Tilak Bhavan, Dadar West",Available,Private,9324751621;,Nagaland
Priyank Nursing Home,"Sayani Rd, Prabhadevi",Available,Private,24220404/9594113946,Madhya Pradesh
Worli Hospital for Women,"Dr. Annie Besant Rd, Worli",Available,Private,24224241/2432 / 9220,Tripura
Nirmala Maternity & Surgical HospitalÂ ,"NM Joshi Marg, Subhash Nagar",Available,Private,23012732/23062035/23073446,Chhattisgarh
V N Desai Municipal Gen Hospital,"Rd Number 11, Golibar, Santacruz East",Available,Municipal,9869004189,Gujarat
Urban Health Centre,"60 Feet Road, Dharavi","Few Left, Book Now",Government,2226425611,Bihar
Asian Heart Institute & Research Centre,Bandra Kurla Complex,Available,Private,9820027691,Mizoram
Guru Nanak Hospital & Research Centre,"Gandhi Nagar, Bandra East",Available,Private,9833090756,Manipur
Shivam Nursing Hospital,"Hari Mandir Road, Bandra East",Available,Private,9821225485,Chhattisgarh
Shakuntala Chitra Nursing Home,"Kherwadi, Bandra East",Available,Private,9819000099,Odisha
Agarwal Children Hospital,"Gandhi Nagar, Bandra East",Available,Private,9820051571,Sikkim
M S Niron Hospital Pvt Ltd,"Vakola, Santacruz East",Available,Private,9869001464,Delhi
RK Hospital,"Near Railway Station Santacruz, Santacruz East",Available,Private,9867135786,Uttarakhand
Sona Hospital,"Vakola Bridge, Santacruz East",Available,Private,9820062622,Kerala
Asha Pediatric Hospital,"Vidya Nagari, Kalina, Santacruz East",Available,Private,9773760367,Mizoram
Wellcare Hospital,"Kalina, Santacruz East",Available,Private,9892969813,Tamil Nadu
Ashwin Maternity And Surgical Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9022303912,Meghalaya
Astha Surgical Clinic,"Sen Nagar, Santacruz East",Available,Private,9869124305,Gujarat
Dattatray Nursing Home,"Vakola, Santacruz East",Available,Private,9821517451,Goa
Deepak Sheth Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9892983437,Sikkim
Durga Maternity Surgical Home,"Kolivery Village, Kalina",Available,Private,9820399378,Himachal Pradesh
Laxmi Surgical Clinic & Nursing Home,"Kherwadi, Bandra East",Available,Private,9869030132,Jharkhand
M.S.Pallavi Maternity and Mothercare Centre,"Khernagar, Bandra East",Available,Private,9820120668,Chhattisgarh
M.S.Saideep Nursing Home,Santacruz East,Available,Private,98200008257,Goa
Poojari Nursing Home,"Government Colony, Bandra East",Available,Private,9819581215,Sikkim
Prashanti Medical Centre and Nursing Home,"Kalina, Santacruz East",Available,Private,9892686474,Punjab
Prathamesh Maternity and Nursing Home,"Gandhi Nagar, Bandra East",Available,Private,9820120668,Madhya Pradesh
Prerna Nursing Home,"Gomes co-op housing society, Santacruz East",Available,Private,8097719926,Sikkim
Pushpakunj Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9821213456,Jharkhand
Raut Maternity Home,"Kalina village, Santacruz East",Available,Private,9820183757,Tripura
Sai Sanjeevani Hospital,"Shastri Colony, Santacruz East",Available,Private,7021485474,Jammu
Shastri Nursing Home,"Shanti Nagar, Vakola, Santacruz East",Available,Private,9870552556,Goa
Sherekar Nursing Home,"Kalina, Santacruz East",Available,Private,8425861696,Kerala
Siddhi Nursing Home,"Sahar Road, Andheri East",Available,Private,9821223642,Andhra Pradesh
Silver Coin Nursing Home,Vakola Pipeline Santacruz East,Available,Private,9819998100,Jharkhand
Upadhyay Nursing Home,"Moiz Apartment, 12th Rd, Santacruz East",Available,Private,9920490907,Mizoram
Visual Eyez Clinic,"Kalina CHS, Santacruz East",Available,Private,9819601494,Himachal Pradesh
M/s. Samarth Eye Care And Laser Centre,"Vakola, Santacruz East",Available,Private,9819120066,Punjab
Aastha Eye Care,"Old Anand Nagar, 4th Road, Santacruz East",Available,Private,9869124305,Mizoram
Tanaya Nursing Home,"Jagat Vidya Marg, Bandra East",Available,Private,9167710136,Delhi
Sparsh Nursing Home,"7th Road, Khar, Golibar, Khar East",Available,Private,7400107576,Kashmir
K B Bhabha Hospital,"Water Field Road, Bandra (W)",Available,Municipal,"26422775, 26422541",Mizoram
Lilavati Hospital,"Bandra Reclamation Rd, Bandra West",Available,Private,"50598000, 50591000",Jammu
Holy Family Hospital,"Hill Road, Bandra West",Available,Private,62670555,Tamil Nadu
Agrawal Nursing Home,"Ann Ville, Bandra West",Available,Private,35009208,Jharkhand
Pali Nursing Home,"Manuel Gonsalves Rd, Bandra West",Available,Private,"26420372, 26426778",Kerala
GM Medical CentreÂ ,"S.V. Road, Khar (W)",Available,Private,9323466267,Goa
Mahavir Medical Research Centre,"Ahimsa Marg, Khar West",Available,Private,2.60E+15,Karnataka
Dr. Gupte Surgical Hospital Ltd,"S V Road, Khar West",Available,Private,26483025,Manipur
Shri Mangal Nursing Home,"Besant Rd, Santacruz West",Available,Private,"26465768, 9820214492",Madhya Pradesh
Shanti Nursing Home,"Santosh Nagar, Bandra West",Available,Private,"26421144, 26423563",Gujarat
Surya Children's Nursing Home,"Swami Vivekananda Rd, Santacruz West",Available,Private,"61538989, 61538904",Jharkhand
Mahatma Gandhi Seva Mandir,"S.V. Road, Bandra West",Available,Private,"26551752, 26558458",Gujarat
ESIS Hospital,"MIDC, Andheri East","Few Left, Book Now",Government,9999885368Â ,Jammu
HBT (Thackeray) Trauma Care,"Sai Siddhi complex, Jogeshwari East",Available,MunicipalÂ ,022-28224080/81/84/86,Kashmir
Seven Hills Hospital,"Marol,Â  Andheri East",Available,Private,"67676766, 9769992945",Odisha
Rainbow Women's Hospital,"Chakala, Andheri East",Available,Private,2.83E+17,Uttarakhand
Dhanwantri Kerala Ayurved,"Chakala, Andheri East",Available,Private,"32549763, 28204295",Puducherry
Sanghvi Hospital,Lokhandwala Complex,Available,Private,66951210,Meghalaya
Kiran Care & Cure Hospital,"JB Nagar, Andheri East",Available,Private,9820134683,Himachal Pradesh
Holy Spirit Hospital,"Sher E Punjab Colony, Andheri East",Available,Private,2228248500/1/2/3/4/5,Punjab
Mangala Hospital,"Bamandaya pada, Andheri East",Available,Private,022-29250544,Delhi
Sanjeevani Hospital,"Sahar Rd, Andheri East",Available,Private,022-26833939,Odisha
Sir H N Reliance Hospital,"Raja Ram Mohan Roy Rd, Girgaon",Available,Private,7738162050,Rajasthan
Sugun Hospital,"Marol, Andheri East",Available,Private,022-66869906,Madhya Pradesh
All Cure Super Speciality Hospital,"Station Road, Jogeshwari East",Available,Private,7710049996,Telangana
Criticare Multi Speciality Hospital,"Teli Gali, Andheri East",Available,Private,8879026070/8291100248,Maharashtra
Goel Hospital,"J B Nagar, Andheri East",Available,Private,9820044753,Kashmir
Hashir Hospital,"Marol, Andheri East",Available,Private,7709776057,Assam
BSES Municipal Gen Hospital,"Lohana Colony, Andheri West",Available,Municipal,26283557 9930366512,Jammu
Dr. R N Cooper Hospital,"JVPD Scheme, Juhu",Available,Municipal,26207254/57,Goa
Sanghvi Hospital,"Lokhandwala Complex, Andheri West",Available,Private,6695 1210,Tripura
Cozy Clinic & Nursing Home,"Seven Bungalow, Andheri West",Available,Private,2631 6226,Uttarakhand
Dr Bhabha Hospital,"Waterfield Road, Bandra West",Available,Municipal,26503145 9833036685,Rajasthan
Arpan General Hospital,"Brahmanwadi, Kurla West",Available,Private,"26500612, 26509852",West Bengal
Dr. Zikruallah Khan Habib Hospital,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,8691940150,Mizoram
Neelam Nursing Home,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,9699813530,Meghalaya
Kohinoor Hospital,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,9022252267,Jammu
Aryan Hospital,"Nehru Nagar, Station Road, KurlaÂ ",Available,Private,9320555777,Meghalaya
Disha Hospital,"Bhagwat Bhavan Building, Kurla West",Available,Private,7304028844,Uttarakhand
Paramount Nursing Home,"Andheri Kurla Road, Andheri East",Available,Private,28590064,West Bengal
Shatabdi Hospital,"Govandi East, Chembur",Available,Municipal,25564069/70/71,Rajasthan
Maa Hospital,"Ramakrishna Chemburkar Marg, Chembur East",Available,Municipal,25220333/34,Maharashtra
Deonar Maternity Home,"Deonar Municipal Colony, Govandi East",Available,Municipal,25563396,Mizoram
RCF Hospital,"Aziz Baug, Chembur East","Few Left, Book Now",Government,25563137,Mizoram
Noor Hospital,"Shivaji Nagar, Market Road, Govandi West",Available,Private,7582841617,Puducherry
Nova Medical Centre,"Swastik Chamber,Chembur",Available,Private,43344600,Kerala
Jagannath Maternity & Nursing Home,"Baiganwadi, Govandi East",Available,Private,9930515102,Nagaland
Saibaba Nursing Home,Akurli Nagar,Available,Private,9702786055,Himachal Pradesh
Meenaz Hospital,"Shivaji Nagar, Govandi West",Available,Private,9833876612,Puducherry
Charu Nursing Home,"Azad Nagar, Chembur",Available,Private,9029882580,Jammu
Sandhya Nursing Home,"Gulab Park Colony, Chembur",Available,Private,,Mizoram
Vikas Nursing Home,"Shivaji Nagar, Govandi West",Available,Private,9821407740,Tamil Nadu
Dr. Das Hospital,"Chembur Gaothan, Chembur",Available,Municipal,25281960/25282101,Kerala
Inlaks General Hospital,"Indira Nagar, Chembur",Available,Municipal,25204160/25204161,Chhattisgarh
Sushrut Hospital & Research Centre,"Swastik Park, Chembur (East)",Available,Municipal,2.53E+15,Gujarat
Kher Hospital,"Chembur Gaothan, Chembur","Few Left, Book Now",Government,25284095/25280812,Himachal Pradesh
Mangal Anand Hospital,"Sion-Trombay Road, Chembur,",Available,Private,2.52E+15,Himachal Pradesh
Dr. Sanjay Kedare Hospital,"DK Sandu Marg, Chembur",Available,Private,2.53E+15,Sikkim
Ameeta Nursing Home,"Chembur Gaothan, Chembur",Available,Private,992039167/25284469,Kashmir
Amarnath Children Hospital,"Sion - Trombay Rd, Chembur",Available,Private,"25212337, 9821020598",Chhattisgarh
Ashirwad Hospital & Polyclinic,"Ghatla, Chembur",Available,Private,25211951/67988590/25,Jammu
Matoshree Ramabai Ambedkar Maternity Home,"Postal Colony, Chembur",Available,Municipal,25221726,Himachal Pradesh
Disha Polyclinic & Nursing Home,"Opposite Bmc M Ward Office, Chembur",Available,Private,25274260,Andhra Pradesh
Kolekar Hospital,"Ambedkar Garden, Chembur",Available,Private,"25201157, 25201180",Jammu
Lakshmi Maternity Home,"11th Rd, Sampoorna, Chembur",Available,Private,"25283930, 25280491",Uttarakhand
"Manju Nursing Home, Sindhi Society","Sindhi Society, Chembur",Available,Private,25227968,Kerala
Markar Hospital,"Sanduwadi, Chembur",Available,Private,25277576,Assam
Shree Hosptial,"Ambedkar Garden, Chembur",Available,Private,"25288617, 9833693682",Manipur
Sunny Hospital,"Sunny Estate, Chembur",Available,Private,"25225745, 25293013",Karnataka
Swastik Hospital,"Swastik Park, Chembur",Available,Private,66841234 9820028557,Meghalaya
Rajawadi Hospital,"Rajawadi Colony, Ghatkopar East",Available,Municipal,"2102 4150, 2102 4151/2/3",Manipur
Sant Muktabai Hospital,"Barve Nagar, Ghatkopar West",Available,Municipal,"2512 6088, 2515 3771",Maharashtra
Sarvoday Hospital,"L B S Marg, Ghatkopar West",Available,Private,25152332,Himachal Pradesh
Nulife Hospital,"Jivdaya Lane, Ghatkopar West",Available,Private,2509.970588,Jharkhand
Satyam Nursing Home,"L B S Marg, Ghatkopar West",Available,Private,2500 4409,Tamil Nadu
Parekh Hospital,"Khokani Lane, Ghatkopar East",Available,Private,67827000,West Bengal
Pancholi Hospital,"Garodia Nagar, Ghatkopar East",Available,Private,2506 6108,Jammu
M W Desai Hospital,"Lower Govind Nagar, Malad East",Available,Municipal,9769607245,Gujarat
SK Patil Hospital,"Pushpa Park, Malad East",Available,Municipal,7506740540,West Bengal
Veena Nursing Home,"Poddar Rd, Malad East",Available,Private,9821225471,Goa
Raj Nursing Home,"Pushpa Park, Malad East",Available,Private,9820132118,Andhra Pradesh
Ever Shine Nursing Home,"New Link Road, Malad West",Available,Private,9867317681,Rajasthan
"Siddharth Hospital, Goregaon (W)","Aarey Rd, Goregaon West",Available,Municipal,"28736848, 28773337",Kerala
Gokuldham Medical Centre,"Gokuldham Colony, Goregaon",Available,Private,2842 2716,Delhi
Vasudha Hospital,"Film City Road, Goregaon",Available,Private,"2840 3115, 2849 3115",Maharashtra
Vaidya Hospital,"Film City Road, Goregaon",Available,Private,2849 2201,Delhi
Life Line Medicare Hosp,"Gokuldham Medical Center, Goregaon East",Available,Private,"28402506, 28402507",Kerala
Matoshree Gomati Hospital,"Mahatma Gandhi Road, Goregaon West",Available,Private,61615716,Delhi
"Bhagwati Hospital, Borivali","Mandapeshwar, Borivali West",Available,Municipal,28932461/62/63,Tamil Nadu
Karuna Hospital,"LIC Colony Rd, Borivali West",Unknown,Trust,"28934698, 61594698",Uttar Pradesh
Mandapeshwar Hospital,"Near Sudhir Phadke Flyover, Borivali West",Available,Private,2893 8685,Arunachal Pradesh
Sanjeevani Hospital,"Near Ravindra Hotel, DahisarÂ ",Available,Private,2828 3212,Tripura
Gandhi Nursing Home,"Mandpeshwar Road, Borivali West",Available,Private,2895 4255,Maharashtra
Silverline Hospital,"Mhatre Wadi, Dahisar West",Available,Private,28920276,Gujarat
Dr Babasaheb Ambedkar Hospital (Shatabdi Hospital),"Parekh Nagar, Kandivali West,",Available,Municipal,"28647003/4, 9930468571",Madhya Pradesh
ESIS Hospital,Kandivali,"Few Left, Book Now",Government,"28877501, 9821253642",Andhra Pradesh
Mangalmurti Hospital,"Malwani Police Station Road, Malad West",Available,Private,"28691232, 28693958",Maharashtra
SanchaitiÂ ,"Akurli Rd, Kandivali",Available,Private,"40672800, 28851659",Tripura
KCS Bansali Maternity HomeÂ ,"Mhatre Wadi, Borivali West",Available,Municipal,"28052235, 9930781642",Bihar
Charkop Maternity Home,"Charkop Gaon, Kandivali West",Available,Municipal,"28679699, 9769394785",Punjab
Krantijyoti Savitribai Phule Maternity HomeÂ ,"L.B.S, Maruti Mandir Road",Available,Municipal,2.87E+15,Uttarakhand
Dr. Ajmera HospitalÂ ,SV Road,Available,Private,2.81E+17,Arunachal Pradesh
Dr. Patel Nursing Home,"Mhatre Wadi, Borivali West",Available,Private,2.90E+15,Mizoram
Aanand Nursing Home,"Near Sona Theater, BorivaliÂ ",Available,Private,2.90E+15,Bihar
Purnima HospitalÂ ,"Daulat Nagar, BorivaliÂ ",Available,Private,"28949968, 28945328",Madhya Pradesh
Mata Balak Maternity Home,"Siddharth Nagar, Kandivali",Available,Private,9892014360,Kerala
Savitribai Phule Maternity Home,"Maruti Mandir Rd, Bhandup",Available,Municipal,25947116/9869816160,Madhya Pradesh
Ambedkar Maternity Home,"Tagore Nagar, Vikhroli",Available,Municipal,2.57E+17,Sikkim
Jyotiba Phule General Hospital,"Kannamwar Nagar II, Vikhroli",Available,Municipal,02225662318/9869013598,Meghalaya
L.B.S Maternity HomeÂ ,"Dina Bama Estate, Bhandup",Available,Private,02225662318/9869013598,Andhra Pradesh
